number,comments,star
739,服务态度都还可以，但是作为东北妞来这里吃地道的重庆火锅真心不适应，接受不了，不是不能吃辣，太油了，还是喜欢芝麻酱的感觉,0.0
740,垃圾，在不来吃的，害的我转了几趟吃来吃，就是看的评论好，结果麻的肚子痛死了，痛了一天，胃烧，走进去服务态度太差，问什么爱理不理，那些请的阿姨，没一个热情的，不厌烦的坐在那里聊天，食物浪费一半以上，太难吃了，太麻了，到晚上6点多，都没顾客来吃，真是个坑，,-1.0
741,菜品份量非常非常少，少到什么程度呢，这么给你说吧，你知道油碟的碗有多小吗？对，就是用和油碟一样的碗上菜，定的所谓的200块的八人餐，我们四个人都没吃饱，不够吃，下次绝对不会再来，带着外地来的朋友吃饭，花了钱，没吃到东西，真的跟吃了苍蝇一样恶心。,-1.0
742,这是我一周旅行中吃到最好吃的火锅了，味道真是太赞了，我当时是在美团上定的也没想会这么好吃，真让我太开心了,1.0
743,口味很好，重大的学生聚餐经常去的，特别喜欢他家的酸梅汤，喝起来那叫一个爽，服务也很热情，服务员随叫随到，需要什么东西都会尽量满足，老火锅的味道也很好，要想吃重庆地道的老火锅，就要去这个记忆老灶，推荐哟,1.0
744, #海白菜# #酸梅汤# #毛肚# #老肉片# #糟辣椒蛋炒饭# #香菜丸子# #鸭肠# #酥肉# #麻辣牛肉# #秘制梅子酒# #耙牛肉# #脑花# #糊辣椒珺花# #无骨凤爪# #嫩牛肉# #鹌鹑蛋# #耗儿鱼# #手工粉# #贡菜#,1.0
745,味道不怎么样  除了前台 其他服务员就像老板欠他工资一样 马着脸   一言难尽,0.0
746,菜品还可以，梅子酒好喝，就是有点小贵小贵，也对得起菜品，代金券打折的力度我觉得还可以再大点，环境也可以，整体来说还是比较好 #梅子酒# #麻辣牛肉# #糟辣椒蛋炒饭# #很辣# #鲜牙梗# #郡花# #鸭肠毛肚# #腰片# #鳕鱼#,1.0
747,在一条巷子里，位置有点难找，味道还行吧。赠了一壶梅子酒和酸梅汤加一盘炒饭，有点辣。餐具是复古的。 #老肉片#,0.0
748,服务员阿姨态度并不是很好，然后就是房顶的那个石灰块总是掉下来，总之这一次吃饭记忆并不是很好，我真的很喜欢吃东西，但这一次真的一点儿都不幸福💔💔,-1.0
749,重庆小伙伴推荐的，点多了,1.0
750,在网上团的118的四人餐，我们四个女生去吃的，妈呀，菜的分量太少了，一个超级迷你的碗装的，118的套餐一共12个菜，我们吃了完全不够，又加了5个菜，80块钱，相当于吃了200，之前再观音桥吃的一家，也是我们四个女生98的套餐12个菜，味道也好，服务环境都不错，感觉这家的评论都是刷出来额，服务态度也不好，服务员跟我们说话都没好话说，还给我们摆脸色，感觉像是我们团购的，就不待见的感觉，还专门打车去的记忆老灶，简直失望，味道也将就，只是越吃越卡辣，再重庆来说真的不算好吃的，有点失望，没拍照，不好看,-1.0
751,味道除了辣还是辣，没别的风味，注意吃完拉肚子，吃完拉肚子，吃完拉肚子，重要的事情说三遍，我们同行的人都拉肚子不是一个人。不说了我去趟卫生间。,-1.0
752,环境一般，第一次去可能觉得室内布置很有特色，后面就觉得很差了！而且卫生间很脏！菜品火锅味道一般...,0.0
753,好吃，周一到周四用这个券超便宜的 #鹌鹑蛋# #手工苕粉# #麻辣牛肉和牛# #麻辣牛肉 特色芍粉#,1.0
754,去过三次了，每次吃完都拉肚子，第二天肚子不舒服。开始我以为自己肠胃不好，结果一起吃的肚子都出问题，下次绝不去了,-1.0
755,价格简直便宜太多了，刚到重庆吃的第一顿，客栈老板推荐，就是太辣了承受不来，上菜很快，这里的人都急性子吧，服务员推荐的也很良心,0.0
756,味道不错，很是香辣，就是对外地人来说可能觉得辣了，我一个湖北人表示有点辣蒙圈了。外地人建议鸳鸯锅，你信我，不要以为自己很***。,1.0
757,别看菜数多，每份一小点。两人团的四人餐，都没吃饱。。。,-1.0
758,现在住的远了，很久没来吃了，感觉还可以。,0.0
759,很好吃，这个必须要赞,1.0
760,很不错，很好吃,1.0
761,服务态度太差了，前台那个婆娘非凶，,-1.0
762,服务态度差，交流全凭吼，要撒撒没有，,-1.0
763,味道来说，是很不错的，只是有些服务员态度太一般，让人很不爽。,-1.0
764,挺好的，人很多，东西很全就是有些小贵人多了便宜一些,0.0
765,作为一个外地人，第二次过来吃了，感觉味道没有以前好，看评论说份量不是很足，所以就买了一个四人套餐两个人吃，撑，两个人吃真的很撑，但如果是四个人吃，应该是不够吃的,1.0
766,最喜欢的是这里吃火锅的氛围，以及梅子酒,1.0
767,挺好的，生意不错人很多，东西也挺全的挺好吃,1.0
768,性价比不高，分量少点之外 味道还可以,0.0
769,不错,1.0
770,来重庆吃的第一家火锅，绝对是吃过的最好的，好吃不贵，满分推荐,1.0
771,是我们太能吃了吗，五人团的八人餐她们还没怎么吃饱，感觉菜品份量确实不多,1.0
772,主要是团购被轻视，菜单上的糟辣椒炒饭根本没上。,-1.0
773,还不错，就是太忙了服务员,1.0
774,墙裂推荐！能值得我五星好评的怕是不多了，这家绝对值得！,1.0
775,服务很好，上菜很快,1.0
776,很地道的味道……,1.0
777,很好吃。来过很多次了。团购很划算,1.0
778,梅子酒挺好喝的。菜品挺多，量挺大的点的都没吃完,0.0
779,自己去一个人去吃的。服务的阿姨特别好。味道也很足。挺满意的,1.0
780,最好喝的梅子酒，菜的味道都差不多，,1.0
781,只是因为买了48抵100的券才去吃的，适合骗骗外地人，作为本地人觉得并不值得推荐。两个人点了222块钱的菜品，没买折扣券的话，就太贵了。,0.0
782,服务超级差，服务员脾气很大，味道一般不会来，除了装修风格不错而已,-1.0
783,蛋炒饭炒鸡好吃，酸梅汤味道也很不错。炒鸡推荐 #糟辣椒蛋炒饭# #酸梅汤#,1.0
784,走进来没人招呼，美团团的两张48代金券，消费期间没有任何人告知必须菜品满200才能够用两张叠加代金券，吃完菜单打出来付款时才告知。赤裸裸的欺骗，欺骗消费者，不早点告知。。要白饭还一直推销它家蛋炒饭，一个又一个推销。郑重提醒消费者，不要被套路了。收银态度极差！服务极差！吃的味道极差！,-1.0
785,感觉一般吧，空间很闷，菜品份量性价比不高,-1.0
786,两个人团购的四人餐 感觉你以为差了 不知道是不是因为团购 所以 菜品差 尤其是毛肚 不知道你们用的什么毛肚 纸一样薄 口味奇差 ，鸭肠也不行 总得来说 体验不好,-1.0
787,味道巴适，就是服务质量不怎样，服务员态度不好，前台更不好,1.0
788,味道不错，价位还可以，就是菜品份量有点少,1.0
789,荤菜不够吃。蔬菜吃不完。。。。。,-1.0
790,吃这么多火锅，第一次遇见喊服务员拿点纸巾，要收三元钱的。收钱说清楚都可以，态度还不好，***，买不起三元钱的纸巾迈。撒子烂店店，吃个火锅要点纸巾还要单独买。傻子才去吃下次,-1.0
791,味道可以，价格还好，能再便宜点就更好了，环境很好。经常去的了，同学聚会过生日都是去这里，服务员也很好，梅子酒推荐，很好喝，也不醉人，鸭肠感觉也挺新鲜，毛肚也很脆，蛋炒饭味道也很好，肉丸子我也超爱吃，新鲜美味。 #梅子酒# #毛肚# #鸭肠# #酥肉# #脑花# #蛋炒飯# #肉圆# #鸭肠、毛肚#,1.0
792,味道一般般，料碗都没什么可选，只有香油和蒜蓉，我们是下午4点去吃的，不知道为了省电还是怎么的特别冷特别昏暗，反正体验极差,-1.0
793,一般吧，没想象的那么好，梅子酒喊了一斤但感觉没得这么多，红汤锅底18元，最最不能理解的是泥鳅卖3块钱一根，对头你们没看错，泥鳅是按根卖的，三块钱一根确实有点贵，泥鳅也不大，这价钱也是没谁了……锅底喊的中辣，吃到最后确实辣，绍粉感觉还可以。每个人有一小包餐间纸、如果要叫抽纸，3块一盒，这点不太地道。总的来说很一般吧，也不难吃，也谈不上好吃，就是很一般得大众味火锅,0.0
794,好贵，叫茶都没人理，代金券也只能用一张,-1.0
795,菜分量少，味道一般不是很好吃，除了干辣没什么味道口感不浓厚嘴巴没回味，而且茶杯超级无敌脏，茶杯里面还有油和锈斑。可以换得了。不值得推荐。装修很有特色，就是黑蛐蛐的,-1.0
796,味道很好，人气很旺，值得推荐品尝~,1.0
797,挺好的  和闺蜜一起旅行 挺好的👌,0.0
798,吃火锅必去的,1.0
799,有个菜不说就忘记上，然后催了好几次到最后都吃完了炒饭也没上。。,-1.0
800,味道不错👍、就是有点辣、下次点微辣,1.0
801,正宗重庆老火锅，味道不错，装修很有特色，好评,1.0
802,喜欢这火锅,1.0
803,5个人吃了8人餐，结果不够吃，又加了很多菜,-1.0
804, #酸梅汤# #糟辣椒蛋炒饭# #麻辣牛肉# #糊辣椒珺花# #黑豆腐#,1.0
805,很辣很过瘾，好吃,1.0
806,好吃。爽爽爽爽爽爽爽，下次有机会再去一次！,1.0
807,味道不错，重庆火锅我最喜欢吃的一家店,1.0
808,味道不错，团购了又加了点菜,1.0
809,服务态度极其差，味道也越来越难吃了,-1.0
810,团购的， 味道一般吧，送了梅子酒和酸梅汤，，装酒的壶很有感觉！跟好朋友一起吃，，吃啥都开心,0.0
811,大学时候的记忆，物美价廉，梅子酒和酸梅汤也不错哟,1.0
812,三个人用完券平均60，感觉服务不值这个价格。服务晕晕的，一句话要说好几次，一直推荐乱七八糟的很影响用户体验。问能不能充电，给我说自己去前台问，，，这是什么操作。。。,-1.0
813,服务态度不太好，不知是不是人太少 #酸梅汤#,0.0
814,就那样吧，一般。。。。。。。。。,0.0
815,味道不错，位置好找，生意兴隆，就是就餐环境通风措施待改进，坐在里面被呛的不要不要的。,0.0
816,份量少，东西贵,-1.0
817,去结账的时候  那个妹儿一哈又说不可以用代金券  一哈又说不是他们店里的  明摆着欺负人  商家搞的活动  你一个人收账关你屁事阿  搞笑,-1.0
818,常去，味道不错，纸巾太少,1.0
819,工作日代金券还是不错的，用了俩省一百呢,1.0
820,三个人两个男生点了挺多肉，算下来很便宜，五折吃火锅不要太爽，味道一如既往，以后还会来的拉,1.0
821,好吃,1.0
822,地道的重庆老火锅，作为一个重庆人，异地工作快10年了，最想念的就是家乡的味道，必须点赞！提醒一下，怕辣的同学要悠着点哈！,1.0
823,还可以，下次再来。,1.0
824,味道一如既往，就是吃到后面辣味出来了，比较辣,1.0
825,味道好，好味道！泡椒牛肉辣得我现在肚子还痛起的。但是最爱吃的还是牛肉里串的金针菇，还有那个卤牛肉，下次吃串串还会去这家。,1.0
826,和朋友去吃感觉很不错，服务员上菜也快，味道也很好，收银小妹漂亮而且态度也很好！,1.0
827,在美团团了然后四人餐然后三个女人生去的，很多人，味道也不错，点了两个菜，然后剩了不少，味道很不错，中午去的，人超级多，很有特色的一家店，值得推荐，在外面看没什么特别，进去了人很多，下次还会再来的，值得推荐 #酸梅汁#,1.0
828,很多次别人喊我来吃记忆老灶，我也请过别人吃记忆老炤，来的基本都是CQUer，我也一度搞不懂为啥这么多人来记忆老灶。现在我是越来越不想来这家了:1.服务态度不好，这点最重要，基本上记忆老炤的服务员只管醋啊蒜啊的，还喊不动。2.菜品越来越贵还单一3.感觉别人家的老火锅更好次了，记忆老灶万年口味。,0.0
829,除了地址有一点偏以外，味道和份量都是好的，推荐3个人去吃，比较划算，分量真的超足,1.0
830,看着少，份量很多，两个人没吃完,0.0
831,味道还可以，环境也挺好，服务的阿姨也还可,0.0
832,好好吃  很辣 。但是味道超足,1.0
833,套餐里面素菜太多，荤菜太少,1.0
834,还不错，吃的是情怀，但是后面会很辣,0.0
835,味道非常好，价格不贵，值得推荐~,1.0
836,味道还不错，下次还会再来。,1.0
837,服务员阿姨人超好的，菜品也比较新鲜，红汤稍微有点辣，大赞广味香肠,1.0
838,菜品多，价格合适，只是来晚了围裙不够，服务周到。,1.0
839,还行吧，不是第一次来，老顾客了。不过还是要强调，为什么酒不能换成酸梅汤。这一点很不好，非常不爽，明明不想喝你家的酒，一点商量的余地都没有。这么多次反馈了还是不行。,0.0
840,好吃，分量足，代金券特别实惠，不过只限菜品,1.0
841,好，划算，经常去吃呢，味道正宗！,1.0
842,味道还可以，只是吃到后面太辣了，我们还是要的微辣。,1.0
843,重庆的火锅就是便宜,1.0
844,就是节假日人多要排队，油碟料太少了，餐巾纸茶水啥的没得，也没提供水果之类的,0.0
845,非常好，各方面都不错，在学校旁边，经常来吃。,1.0
846,味道很好 我们去的时候锅下面的火出了问题 阿姨很热情的给我们换了位置 赞一个,1.0
847,还不错 比较辣 味道可以，推荐可以试试。,-1.0
848,服务，服务，请注意员工的素质，上菜的人员素质，还有收银人员的素质！,-1.0
849,不错不错！朋友都推荐来这里，买了两张没用完，选自己吃的，自己吃的习惯的！,1.0
850,菜点多了，最后蔬菜吃不完了。旅游路过在美团上找到的，味道还不错店里的人很多 #酸梅汤# #麻辣牛肉 特色芍粉# #现炸酥肉# #老肉片五花肉# #九宫格老火锅#,0.0
851,好吃，酸梅汤和梅子酒，装修很好。,0.0
852,太贵了，不好吃，特别辣，服务态度也不好，酸梅汤特别难喝，两个人去吃人均一百，红汤锅底也要钱，明显要关门的店，再也不去了。,-1.0
853,两个人吃的，荤菜不够，素菜太多了，特别是豆芽，送的梅子酒没喝，蛋炒饭有辣椒不好吃，鸳鸯锅清汤没怎么动，两个人吃应该点菜的……总之火锅吃多了都一个味…… #酸梅汤# #老肉片#,0.0
854,这家店其实不是在好又多…而是在小学旁边的路口走到底…转了半天还是打电话才找到的…去的时候还早只有一桌人…店家很热情…要的鸳鸯锅底…单价20…团购券的是红汤38…荤菜是用碗装的…素菜都是一起放在筲箕里的…分量很足…二个人吃不完…味道一般…有点淡…老板…麻烦你还是要把饭煮起…大中午的连口米都没吃…这个下午怎么熬的过啊…,1.0
855,记忆老灶的九宫格火锅好评！非常好吃！,1.0
856,好吃 分量足 点太多了剩了好多,1.0
857,只是吃了拉肚子   菜品都还可以 味道还不错,0.0
858,回重庆必来!,1.0
859,八人餐还是改名叫四人餐吧！虽然八人餐199不贵，但是是4人餐的量，还要自己再点,0.0
860,以前吃的味道挺好，然后这次家人来了就带着他们来吃，没想到味道变得这么差了，点的鸳鸯锅，红汤一点味道没有还油腻。以后不会再来了,-1.0
861,菜品挺好吃，挺优惠，吃的挺开心的,0.0
862,鸳鸯感觉不怎么样。。下次还是吃红糖吧,0.0
863,味道蛮不错，实惠，就是位置有点难找,0.0
864,讲真 ，这个吃完之后，同性的小伙伴肠胃炎又发了。希望卖家改善食物卫生情况。,-1.0
865,重庆老火锅，很有特色的一家，梅子酒挺不错，,1.0
866,环境不错，菜品很便宜，分量很足,1.0
867,还可以，老字号，去了很多次了，梅子酒可以,0.0
868,菜味道还可以，人均比以前高了不少呀,1.0
869,还可以  买了这个之后 我想再用抵用券就不让了 说我是一桌只能享受一个优惠 那我是不是拆成两桌吃 反而还能用抵用券？？？,1.0
870,越来越贵了，以前经常吃，现在很少去了,0.0
871,美团点的菜品不给齐全，纸和作料都小气的很!,-1.0
872,虽说是四人餐   我们三个人还加咯两个荤菜才吃饱😐,1.0
873,很不错，吃过很多次了。,1.0
874,味道还可以，经常去吃，不买团购代金券的话有点偏贵,0.0
875,菜品有特色，新鲜，份量十足，服务员很热情，锅底味道好，,1.0
876,菜品不错 服务态度也特别好 朋友过去都说很好吃 个人觉得应该是沙坪坝第一强,1.0
877,服务员偷懒，全部坐到那点吹牛 喊了一到又一道 还有个小崽儿他在那点闲游过去过来给他说了几道，喊他拿纸 拿点纸过来 看他走过去了然后过来又是空手，其他的服务员也是感觉像没得 事样在那点吹空龙门阵，其他客人有人喊也是爱动不动不理不睬的，撒子嘛团购了就不是人了？那你们还在美团上挂起撒子也？我想请问老板你勒个还挂撒子美团也，请的勒些游手好闲的员工不积极动工 拿来吃白饭迈？,-1.0
878,感觉分量没得以前多了，味道不知是否因为是鸳鸯锅的原因感觉味道没有以前好了,0.0
879,团购了八人餐 四个人都不够  又加了几个菜   菜品质量一般  味道也一般  麻烦能把茶缸洗干净一下吗   水锈一层   如果不会洗   拿醋稀释水泡一泡     历史悠久不等于卫生悠久    还有油碗  就蒜 味精  油 盐巴   醋   多弄一点配料好像也不是什么大问题吧    一个酸梅汤   还只能加一次   总之   菜量少  卫生差   价格贵  油碗差  不值当  服务一般！,-1.0
880,味道还不错 菜还是有些不新鲜 总体还是可以的,0.0
881,和同学去吃了几次了。团购很划算，菜品也很丰富，味道很棒。,0.0
882,服务超级好！阿姨们穿的衣服很有味道！而且很耐心很亲切，有一种家的感觉。我们点了四人餐还加一点肉，非常实惠！味道真的超级棒，九宫格红油火锅绝对是首选🙋🙋🙋环境很卫生，店内装饰非常复古！超级喜欢啦！ 强推～,1.0
883,味道什么的还是不错的，只是代金券里没有说明锅底不能用，这个有些尴尬。菜量中规中矩，两个北方人吃基本上得200。,0.0
884,有点小贵，服务还可以，味道一般。,0.0
885,学校旁边的老店了，这次同学从外地来重庆，特地带他们吃的，味道一如既往的好吃，梅子酒很好喝，酸梅汁也很浓郁，总之很满意！,1.0
886,人还不少，第二回吃，感觉离第一次吃的味道差太远了，这个酥肉我不想说了，一碗里面就两坨是瘦的，其它全是肥的，5个人吃的（3个女的2个男的），反正我没吃饱,0.0
887,菜品不错，服务不好，说菜没上齐，服务阿姨直接说不归她管，,0.0
888,还可以，第一次吃，老火锅味道，菜品还算新鲜，可以再吃一顿,0.0
889,服务不错，积极主动推荐招牌菜，帮我们关小火，菜的味道也好，会推荐朋友来,1.0
890,四个人团购完全够了。分量足，菜品多，相当实惠，而且去吃的人特别多，味道很好。 #梅子酒# #老肉片# #糟辣椒蛋炒饭# #香菜丸子# #鸭肠# #酥肉# #豆芽# #酸梅汁# #蒜# #撒尿牛丸# #莲藕豆芽#,1.0
891,味道还行，，说实话下面那张图大家看了也没说明菜品满100才能买一张券，满200才能买2张，消费了300多告诉我菜品消费100多，只准买1张券！！！要不是看朋友面子我***不吵死起这收钱的。记忆老灶以后不会去了。虽然不是为少24块钱，就这态度再好吃也不去。,-1.0
892,东西有些少，两个人吃四人餐才能吃饱，味道不错,1.0
893,分量太少，耗儿鱼还要按条记价。,-1.0
894,家庭聚餐呢，8个人一起去吃的，点了个8人餐，又加了些菜，味道很不错，又实惠，装修也是古风古色滴。嘿嘿。过节满座呀，还有很多在等位置。值得再去！,1.0
895,带朋友去吃的，很失望，太难吃了！服务也不怎么样！团购的菜都是很差劲的，豆芽有一半都是放了很久的！空心菜特别长，都是没掐过的！……没有下次了,-1.0
896,还行吧，菜有点少，价格倒是挺便宜的。,0.0
897,口味一般，但是三个人的四人餐分量不足呀。主要是调料也不足，啊啊啊，这吃的是啥呀！,0.0
898,服务好差。 微辣都很辣。菜量太少,0.0
899,味道不错，有点少,1.0
900,很好吃,1.0
901,味道还可以～酸梅汤好喝,1.0
902,好吃～学姐喜欢,1.0
903,服务员把我们弄好的调料直接端给其他桌了 妈妈很生气  而且锅底是真的真的很一般！良心话 所谓的蛋炒饭里面只有辣椒,-1.0
904,真心味道一般，而且服务员的态度就是免费的不给上，要钱的才抓紧上。 茶水苦得要命，纸也是要钱，我也是醉了！  还明码标价。确实是明码标价！,0.0
905,还是一如既往好吃～不过人多更爽！,1.0
906,我们是来重庆旅游的，味道，说实话，对于我们这些成都的来说，味道不辣，只是麻。味道的话，真的很一般。份量对于我们两人来说，还是足够了的。,0.0
907,这家老店味道不错，下次再来。,1.0
908,菜品口感大不如以前，阿姨拽拽的一副爱吃不吃的样子，服务态度实在太差，说话太恶劣。作为一个去过五六次的老顾客，它已经失去我了,-1.0
909,这家完全没的以前好，本来说到重庆想喝国宾，店员一直推销乐堡，还大热天的说国宾没的冻的，喝了几瓶国宾都没得了，必须喝乐堡，呵呵哒我到重庆来是喝乐堡的迈，味道比堂客火锅还差,-1.0
910,好吃,1.0
911,三年前上大学经常去吃 ，是怀念大学的一种味道吧。以前88团四人餐，四个妹子吃正好。这次和男朋友去的。感觉味道一样，梅子酒和酸梅汁还是很可口，辣椒炒饭还是很好吃。就是后劲太大了，，，吃完火锅直接晕了,1.0
912,生意太好了 要排队等  不过也算值得,1.0
913,"还可以，味道比较正宗。。。。就是太吵哦了",1.0
914,感觉没有以前好吃了！除了辣，没有其他味道了似的，以前常吃，现在感觉还没有我在广州吃过的火锅好吃！,0.0
915,富服务不好，要啥都得等，不是忙不过来，就是不着急给你弄，味道作为成都人来说，相当一般！！！！可以说不好吃吧,-1.0
916,味道就是比较辣，芝麻油不够香，然后也不够咸、不够入味什么的。图也懒得拍了，吃的鸳鸯锅不是九宫格，感觉没有它背面的双巷子火锅好吃,0.0
917,菜品非常不错，就是每次吃了第二天要拉肚子,1.0
918,服务员阿姨态度特差，收银员态度超级差，说话不耐烦，要么就是不理!顾客欠他一样！,-1.0
919,一般般，装修可以，味道一般般。,0.0
920,感觉菜品真的是量太少了，不晓得他家是一直走这个路线还是怎么滴，八人餐，五人都不够吃 #无骨凤爪#,0.0
921,不错，好吃,1.0
922,服务员的态度真的有点害怕   菜太少了八人餐五个女生吃加了菜,-1.0
923,味道好、价格实惠,1.0
924,味道一般，菜品不新鲜，中午去的，要求开排气扇服务员一直都不搭理，因为有孕妇，所以强烈要求开的，不满意服务员的态度不解释也不理睬，觉得不会去第二次的地方了…,1.0
925,我只想说这是我吃火锅以来最憋屈的一次，两个人吃饭，锅底费居然是38元，味道也没有以前好，妈的，真的是无奸不商。永远不会去下次，妈的，估计没有见过钱。,-1.0
926,挺好吃的,1.0
927,非常不错哈。,1.0
928,服务太不周到了，等菜等了半个小时也没上，锅底都快烧干了，隔壁的几桌都上菜好久了，看着心塞，本来几个朋友聚会，太气了，差评！！！,-1.0
929,菜品一如既往的好，炒饭特别爽口，两个人干掉一大碗,1.0
930,味道很好，服务态度很好，第一次去环境什么的都很满意，以后有机会还会来。,1.0
931,环境还不错，菜品很新鲜，下次还去。,1.0
932,味道还可以，6个人去吃，吃了300元。之前订的6人套餐，后来加了酒和菜，一共300。就是位置有点偏，是单行道。菜上得也很快，还不错吧,1.0
933,味道一般般，菜挺多的，总体就一般般,-1.0
934,味道不错 上菜速度也很快  还可以  好评,0.0
935,还行吧，可能是晚上的原因位置感觉有点偏僻。,0.0
936,味道不错，关键是态度很好,1.0
937,菜品不错，服务周到，玩境好,1.0
938,还是很不错，点了十三个菜，四个人吃的很饱，美团券可以随意组合，这点很好,1.0
939,位置好找，但味道没评论那么好…………………………,-1.0
940,味道不错，地方也好找，而且关键是物美价廉,1.0
941,感觉味道还好吧，就是上菜比较慢。,0.0
942,很不错,1.0
943,服务还是挺好的，挺辣的，味道不错,0.0
944,味道很好，环境优美，价格也公道,1.0
945,菜品还可以，速度快，可以来吃一吃,0.0
946,味道正宗，服务好环境好，下次会再次光临的！,1.0
947,个人觉得一切都不错，分量也足，就是红汤不够辣,0.0
948,非常棒！！！每次来璧山必吃！菜品新鲜，分量足！,1.0
949,还可以,1.0
950,很好吃，环境还非常好,1.0
951,比较划算，鸭肠，毛肚很多菜，吃都吃不完,1.0
952,菜品新鲜，分量足，物美价廉！环境也好！ #耗儿鱼# #梅林午餐肉# #鹌鹑蛋#,1.0
953,菜品新鲜，味道正宗，不辣，吃到后面麻麻的爽嗨了，功夫黄瓜清汤很赞，就是后来加菜的速度太慢了 #鲜鹅肠# #老火锅# #金针菇# #鲜鸭肠# #鲜毛肚# #黄瓜片# #子母锅# #莴笋尖# #南瓜饭# #小汤圆# #耗儿鱼# #汤圆#,1.0
954,开始不入味，煮久了味道还是可以，环境不错，离家近，顺便吃点,0.0
955,服务周到，味道巴适，希望保持哦！,1.0
956,挺好的，去的时候人都不多了，8点左右，是去的太晚还是感觉位置有点偏？菜品都很好，味道也可以，现在好像还在打折,1.0
957,好，好，好，味道不错，环境好，服务好价格好,1.0
958,一般般、味道不算太好、还行吧。,1.0
959,味道不错，菜品也新鲜,1.0
960,味道还行，就是感觉菜品不是很新鲜。,1.0
961,第一次来礕山，地点在我住的财富酒店旁边很近，味道还行吧!,0.0
962,味道还好，菜品也多，四个人没有吃完，好评,1.0
963,不错哦，味道不是很重，可以接受的范围。,1.0
964,服务挺好的，环境也比较安静，感觉很舒服还有免费的汤圆和银耳汤，只是8人套餐8个人吃还是不够啊！份量少了点，菜单价也不是特别划算.,0.0
965,四个人吃了一百多还可以,1.0
966,味道可以，菜品新鲜，份量也足，以后还光顾这家店,1.0
967,味道还行，环境比较幽静，搭配的菜品7人刚刚够。,1.0
968,服务真的很热情！菜品也很多！味道也不错，就是猪肝吃起感觉有啥味道！总体的都很不错！,1.0
969,还可以,1.0
970,服务员真的很热情！菜多的吃不完！性价比很高了！,1.0
971,吃了几次了，味道非常不错的，服务员态度也特别的好，家庭、朋友聚餐首选火锅！！！,1.0
972,一直是吃这家，觉得很不错。,1.0
973,味道一般啦，，不过服务还可以,1.0
974,第二次去一如既往的好！服务阿姨很贴心给我拿了花椒，真的很不错,1.0
975,以前聚餐在这里吃就觉得口味还不错，今天带朋友去吃，朋友也是好评满满，理由还会来,1.0
976,火锅很有特色,1.0
977,好吃，阔以,1.0
978,都不知道第几次吃了，反正我觉得这里的火锅好吃,1.0
979,第二次去了，不错，服务又好,1.0
980,菜品好，火锅还是很巴适的，好吃！,1.0
981,来吃很多次了，我觉得这家很好吃,1.0
982,很不错 味道也很好， 环境也很喜欢  ，还会再来,1.0
983,不错，已经团了好多次了,1.0
984,再也不去吃了，不好吃，超级难吃,-1.0
985,我们下午4点过去的，他们都还在休息。但是没有给服务打折。建议木耳换成野生小木耳。大木耳口感不好！,1.0
986,积极 logo 给你买你还自以为是以为是一样,1.0
987,感觉很划算分量很足我们四个大人一个小孩（没吃午饭直接吃的晚饭）吃的还剩了很多素菜，味道下次叫微辣因为我们家不怎么吃辣，老爸态度很好味道很好，一家人吃了都很开心，会一直光顾的。还有自助的银耳汤南瓜饭什么的感觉特别实惠性价比高，老板继续哦。,1.0
988,无数次来了，特别好吃的一家火锅。反正我很喜欢,1.0
989,一般，就是离家近而已，其他没得优势得。,0.0
990,还不错。当时忘记评论了。现在补上,1.0
991,毛肚差点，是套餐，如能更换菜品就好了,-1.0
992,晚上九点去店里吃饭服务员就说吃不到了，可能是老板不在的原因，这种服务员哎！！！！,-1.0
993,特推荐，虾饺，有异味，感觉是过期的，喊人来问，却说是另外一种，这是欺负我没吃过虾饺吗？还不承认，最后给我把虾饺退啦，还夹起走啦，如果虾饺没问题，你会有这么好心会给我退！！！！😡😡😡😡 #虾饺#,-1.0
994,菜品新鲜，老顾客了，服务态度也很好。,1.0
995,部分菜品不怎么新鲜，豆干都冻成豆皮了，商家竟然说是他们的特色。。。,1.0
996,味道不错，菜品足，服务态度好，下次还来,1.0
997,定的六人五个人吃加了100的菜，可能我们比较吃得,1.0
998,中午人比较少，位置比较偏僻，环境还不错。九荤九素，一家人还是够吃，吃得比较饱。,1.0
999,一般般，讲究还可以吃，环境也一般般,-1.0
1000,很好吃  就是辣  吃到后面辣的不行  而且份量足  团购四人餐后来还加了几个菜 但是没吃完 才196元 #鲜鸭肠# #鲜毛肚# #带鱼# #豆芽血旺# #小汤圆#,1.0
1001,一点都不好   菜不新鲜不说   汤圆里还有虫子🐛，下次肯定不会去。,-1.0
1002,都是老顾客啦，从店面一开业我们就一直选择这家店，但是自我感觉一次次没有一次次好了 不管是服务还是味道，希望改进，培训。而且还吹客。搞不懂怎么啦，以前都没有这种情况。是换领导啦吗？糟糕。,-1.0
1003,感觉清汤寡水的，没有火锅的味道，唯有服务热情，菜品也不是很新鲜，第一次上的金针菇都坏掉了，让她换的，感觉就是除了服务和环境，就没什么好了,0.0
1004,还可以看起,1.0
1005,味道一般，菜品不是特别新鲜。。。。。。,-1.0
1006,味道挺不错。就是有一点冷清,1.0
1007,很好、看起黑舒服,1.0
1008,味道好吃，都是老顾客了，6人的菜品足够了，吃不完 #鲜鹅肠# #蘑菇# #嫩牛肉# #鲜郡花# #酥肉#,1.0
1009,环境可以.干净卫生，菜品分量足，味道巴适得板,1.0
1010,服务热情，环境优雅，干净卫生，上菜快,1.0
